signal_date,status,reason,side,hold_sessions,entry_date,exit_date,expiration,strike,selection,entry_bid,entry_ask,entry_fill,exit_bid,exit_ask,exit_fill,fees,pnl_usd,return_on_premium,regime_trend,regime_vol,strategy_version
2023-02-21,rejected,no_chain_for_entry_date,call,10,2023-02-22,,,,,,,,,,,,,,,,
2023-02-22,rejected,no_chain_for_entry_date,call,10,2023-02-23,,,,,,,,,,,,,,,,
2023-02-23,rejected,no_chain_for_entry_date,call,10,2023-02-24,,,,,,,,,,,,,,,,
2023-03-09,rejected,no_chain_for_entry_date,call,10,2023-03-10,,,,,,,,,,,,,,,,
2023-04-25,rejected,no_chain_for_entry_date,call,10,2023-04-26,,,,,,,,,,,,,,,,
2023-04-26,rejected,no_chain_for_entry_date,call,10,2023-04-27,,,,,,,,,,,,,,,,
2023-05-03,rejected,no_chain_for_entry_date,call,10,2023-05-04,,,,,,,,,,,,,,,,
2023-05-04,rejected,no_chain_for_entry_date,call,10,2023-05-05,,,,,,,,,,,,,,,,
2023-05-23,rejected,no_chain_for_entry_date,call,10,2023-05-24,,,,,,,,,,,,,,,,
2023-05-24,rejected,no_chain_for_entry_date,call,10,2023-05-25,,,,,,,,,,,,,,,,
2023-07-07,filled,,call,10,2023-07-10,2023-07-24,2023-07-28,440,nearest_atm,5.41,5.44,5.4288,14.71,14.75,14.725,1.3,928.33,1.708,above_200dma,vix_low,1.0.0
2023-08-02,filled,,call,10,2023-08-03,2023-08-17,2023-08-18,449,nearest_atm,6.03,6.05,6.0425,0.01,0.02,0.0138,1.3,-604.17,-0.9988,above_200dma,vix_low,1.0.0
2023-08-03,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-08-04,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-08-16,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-08-17,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-08-18,filled,,call,10,2023-08-21,2023-09-05,2023-09-08,439,nearest_atm,6.25,6.27,6.2625,10.21,11.03,10.5175,1.3,424.2,0.6767,above_200dma,vix_low,1.0.0
2023-09-07,filled,,call,10,2023-09-08,2023-09-22,2023-09-29,446,nearest_atm,4.7,4.72,4.7125,0.05,0.06,0.0538,1.3,-467.17,-0.99,above_200dma,vix_low,1.0.0
2023-09-19,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-09-20,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-09-21,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-09-22,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-09-25,filled,,call,10,2023-09-26,2023-10-10,2023-10-13,426,nearest_atm,7.2,7.24,7.225,9.34,9.47,9.3888,1.3,215.08,0.2974,above_200dma,vix_low,1.0.0
2023-09-26,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-09-27,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-10-03,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-10-19,filled,,call,10,2023-10-20,2023-11-03,2023-11-10,421,nearest_atm,8.23,8.26,8.2488,14.73,14.87,14.7825,1.3,652.07,0.7899,above_200dma,vix_high,1.0.0
2023-10-20,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2023-10-23,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-01-03,filled,,call,10,2024-01-04,2024-01-19,2024-01-19,467,nearest_atm,5.04,5.08,5.065,14.22,16.92,15.2325,1.3,1015.45,2.0023,above_200dma,vix_low,1.0.0
2024-01-04,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-04-04,filled,,call,10,2024-04-05,2024-04-19,2024-04-26,518,nearest_atm,7.74,7.78,7.765,0.05,0.06,0.0538,1.3,-772.42,-0.9939,above_200dma,vix_low,1.0.0
2024-04-12,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-04-15,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-04-16,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-04-17,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-05-30,filled,,call,10,2024-05-31,2024-06-14,2024-06-21,527,nearest_atm,6.47,6.52,6.5012,15.56,16.26,15.8225,1.3,930.83,1.4303,above_200dma,vix_low,1.0.0
2024-07-18,filled,,call,10,2024-07-19,2024-08-02,2024-08-09,549,nearest_atm,7.9,7.95,7.9313,0.89,0.95,0.9125,1.3,-703.17,-0.8859,above_200dma,vix_low,1.0.0
2024-07-19,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-07-24,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-07-25,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-07-26,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-09-03,filled,,call,10,2024-09-04,2024-09-18,2024-09-20,551,nearest_atm,7.75,7.79,7.775,11.42,12.22,11.72,1.3,393.2,0.5053,above_200dma,vix_high,1.0.0
2024-09-04,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-09-05,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-09-06,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-10-03,filled,,call,10,2024-10-04,2024-10-18,2024-10-25,573,nearest_atm,8.15,8.2,8.1813,12.69,12.77,12.72,1.3,452.57,0.5527,above_200dma,vix_low,1.0.0
2024-10-23,filled,,call,10,2024-10-24,2024-11-07,2024-11-08,579,nearest_atm,9.42,9.47,9.4513,17.33,17.49,17.39,1.3,792.57,0.838,above_200dma,vix_low,1.0.0
2024-11-01,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-11-15,rejected,spread_too_wide,call,10,2024-11-18,,2024-12-06,588,,,,,,,,,,,,,
2024-11-18,filled,,call,10,2024-11-19,2024-12-04,2024-12-06,590,nearest_atm,7.86,7.9,7.885,17.62,18.29,17.8713,1.3,997.32,1.2638,above_200dma,vix_low,1.0.0
2024-12-19,filled,,call,10,2024-12-20,2025-01-07,2025-01-10,591,nearest_atm,9.22,9.28,9.2575,2.59,2.62,2.6013,1.3,-666.92,-0.7199,above_200dma,vix_low,1.0.0
2024-12-20,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-12-30,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2024-12-31,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-01-02,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-01-10,filled,,call,10,2025-01-13,2025-01-28,2025-01-31,581,nearest_atm,9.85,9.89,9.875,23.5,23.64,23.5525,1.3,1366.45,1.3828,above_200dma,vix_low,1.0.0
2025-01-13,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-01-14,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-01-27,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-01-29,filled,,call,10,2025-01-30,2025-02-13,2025-02-14,605,nearest_atm,7.01,7.11,7.0725,5.02,5.09,5.0463,1.3,-203.93,-0.2881,above_200dma,vix_low,1.0.0
2025-02-21,filled,,call,10,2025-02-24,2025-03-10,2025-03-14,597,nearest_atm,9.65,9.68,9.6688,0.06,0.07,0.0638,1.3,-961.8,-0.9941,above_200dma,vix_low,1.0.0
2025-02-24,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-02-25,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-02-27,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-05-21,filled,,call,10,2025-05-22,2025-06-06,2025-06-06,583,nearest_atm,8.89,8.95,8.9275,15.08,17.14,15.8525,1.3,691.2,0.7737,above_200dma,vix_high,1.0.0
2025-05-22,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-05-23,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-06-13,filled,,call,10,2025-06-16,2025-07-01,2025-07-03,603,nearest_atm,7.26,7.31,7.2913,14.64,14.78,14.6925,1.3,738.83,1.0124,above_200dma,vix_low,1.0.0
2025-06-17,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-06-20,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-08-01,filled,,call,10,2025-08-04,2025-08-18,2025-08-22,631,nearest_atm,8.96,9,8.985,13.21,13.33,13.255,1.3,425.7,0.4734,above_200dma,vix_low,1.0.0
2025-08-21,filled,,call,10,2025-08-22,2025-09-08,2025-09-12,645,nearest_atm,7.89,7.93,7.915,6.09,6.15,6.1125,1.3,-181.55,-0.2292,above_200dma,vix_low,1.0.0
2025-10-10,filled,,call,10,2025-10-13,2025-10-27,2025-10-31,663,nearest_atm,9.88,9.92,9.905,23.19,23.33,23.2425,1.3,1332.45,1.3443,above_200dma,vix_low,1.0.0
2025-10-13,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-10-14,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-11-06,filled,,call,10,2025-11-07,2025-11-21,2025-11-28,671,nearest_atm,11.3,11.36,11.3375,1.77,1.8,1.7813,1.3,-956.92,-0.8436,above_200dma,vix_low,1.0.0
2025-11-13,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-11-14,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-11-17,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-11-19,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-12-16,filled,,call,10,2025-12-17,2026-01-02,2026-01-02,671,nearest_atm,8.85,8.94,8.9063,11.04,13.76,12.06,1.3,314.07,0.3524,above_200dma,vix_low,1.0.0
2025-12-17,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2025-12-31,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-01-20,filled,,call,10,2026-01-21,2026-02-04,2026-02-06,685,nearest_atm,9.54,9.98,9.815,5.97,6.25,6.075,1.3,-375.3,-0.3821,above_200dma,vix_low,1.0.0
2026-02-05,filled,,call,10,2026-02-06,2026-02-23,2026-02-27,691,nearest_atm,10.12,10.17,10.1512,2.14,2.16,2.1475,1.3,-801.67,-0.7892,above_200dma,vix_low,1.0.0
2026-02-12,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-02-13,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-02-17,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-03-13,filled,,call,10,2026-03-16,2026-03-30,2026-03-31,669,nearest_atm,10.82,10.87,10.8512,0.02,0.03,0.0238,1.3,-1084.05,-0.9984,above_200dma,vix_high,1.0.0
2026-06-05,filled,,call,10,2026-06-08,2026-06-23,2026-06-26,739,nearest_atm,10.41,10.44,10.4288,3.21,3.24,3.2213,1.3,-722.05,-0.6919,above_200dma,vix_low,1.0.0
2026-06-08,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-06-09,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-06-24,filled,,call,10,2026-06-25,2026-07-10,2026-07-10,734,nearest_atm,10.68,10.74,10.7175,20.93,21.2,21.0313,1.3,1030.07,0.9605,above_200dma,vix_low,1.0.0
2026-06-25,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-07-17,filled,,call,10,2026-07-20,2026-08-03,2026-08-07,742,nearest_atm,10.94,11,10.9775,16.58,17.11,16.7788,1.3,578.82,0.527,above_200dma,vix_low,1.0.0
2026-07-20,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-07-24,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-07-27,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
2026-07-29,skipped,position_open,call,10,,,,,,,,,,,,,,,,,
